date,mean,max,min
4/17/2019,15.37,20.4,10.89
4/16/2019,14.08,19.79,9.02
4/15/2019,12.84,18.35,7.26
4/14/2019,14.0,19.04,9.65
4/13/2019,15.52,20.58,10.97
4/12/2019,13.86,19.08,9.3
4/11/2019,12.64,16.85,8.39
4/10/2019,13.78,18.21,9.1
4/9/2019,15.47,19.97,10.98
4/8/2019,17.96,25.06,12.27
4/7/2019,15.91,21.04,11.06
4/6/2019,14.15,20.21,9.13
4/5/2019,11.41,15.24,8.59
4/4/2019,12.97,17.34,9.09
4/3/2019,12.79,18.74,6.98
4/2/2019,10.21,15.11,5.8
4/1/2019,8.71,13.56,4.05
3/31/2019,10.46,15.39,5.33
3/30/2019,13.3,18.85,7.55
3/29/2019,13.34,17.93,9.03
3/28/2019,11.56,17.01,6.29
3/27/2019,9.83,15.01,4.87
3/26/2019,9.37,14.55,4.4
3/25/2019,11.74,16.62,7.28
3/24/2019,11.9,17.58,6.01
3/23/2019,9.39,14.17,4.92
3/22/2019,9.57,13.98,5.44
3/21/2019,9.47,12.97,6.45
3/20/2019,10.04,14.85,5.61
3/19/2019,9.43,14.48,4.5
3/18/2019,8.72,13.97,4.14
3/17/2019,8.32,13.76,3.36
3/16/2019,9.46,15.18,4.51
3/15/2019,12.01,17.94,7.05
3/14/2019,11.98,17.32,6.93
3/13/2019,9.46,14.14,5.0
3/12/2019,8.12,12.04,4.68
3/11/2019,9.52,13.82,5.78
3/10/2019,8.73,13.09,4.87
3/9/2019,7.91,12.25,4.09
3/8/2019,5.8,9.61,1.76
3/7/2019,3.55,7.53,-0.8
3/6/2019,1.25,4.64,-2.35
3/5/2019,0.82,4.93,-3.33
3/4/2019,1.2,4.46,-2.08
3/3/2019,4.05,7.1,0.39
3/2/2019,5.65,8.39,2.76
3/1/2019,4.51,7.59,1.39
2/28/2019,4.15,7.94,0.91
2/27/2019,4.35,7.94,0.63
2/26/2019,4.13,8.51,0.25
2/25/2019,4.5,8.62,0.13
2/24/2019,6.69,12.01,1.78
2/23/2019,6.54,9.94,3.52
2/22/2019,5.66,8.92,2.44
2/21/2019,5.35,9.5,1.34
2/20/2019,3.0,6.36,0.02
2/19/2019,1.63,5.23,-2.04
2/18/2019,3.01,6.74,-0.63
2/17/2019,3.31,6.15,0.17
2/16/2019,4.61,8.22,1.1
2/15/2019,8.07,12.98,3.79
2/14/2019,7.89,12.19,3.3
2/13/2019,4.93,8.66,1.62
2/12/2019,4.78,8.73,0.31
2/11/2019,4.57,7.29,1.87
2/10/2019,2.33,5.77,-1.33
2/9/2019,0.6,3.91,-2.72
2/8/2019,3.1,8.2,-1.55
2/7/2019,6.59,11.17,1.26
2/6/2019,7.59,10.61,4.51
2/5/2019,9.29,14.52,4.68
2/4/2019,9.91,15.19,5.35
2/3/2019,8.58,13.5,4.54
2/2/2019,4.5,9.16,-0.2
2/1/2019,0.96,4.67,-2.62
1/31/2019,-2.98,1.06,-7.27
1/30/2019,-1.85,3.54,-7.23
1/29/2019,2.18,6.97,-2.38
1/28/2019,3.76,9.74,-0.95
1/27/2019,4.75,10.18,-0.66
1/26/2019,2.42,7.16,-2.26
1/25/2019,2.32,6.78,-2.28
1/24/2019,6.19,11.76,-0.19
1/23/2019,5.08,10.74,0.12
1/22/2019,2.22,6.9,-3.11
1/21/2019,-2.07,1.63,-5.78
1/20/2019,1.92,7.1,-3.55
1/19/2019,5.3,9.46,1.36
1/18/2019,6.16,9.28,3.13
1/17/2019,5.29,7.75,2.67
1/16/2019,5.36,8.51,2.27
1/15/2019,3.35,6.31,0.65
1/14/2019,2.43,5.72,-1.63
1/13/2019,3.04,5.91,0.33
1/12/2019,3.67,6.64,0.64
1/11/2019,2.94,6.44,-0.18
1/10/2019,3.57,6.58,0.68
1/9/2019,6.33,9.94,2.33
1/8/2019,8.82,13.01,4.32
1/7/2019,6.62,10.23,3.67
1/6/2019,7.83,11.89,2.87
1/5/2019,7.7,12.03,4.28
1/4/2019,6.47,11.49,2.45
1/3/2019,5.48,9.21,2.18
1/2/2019,4.04,7.02,1.26
1/1/2019,6.88,11.41,2.49
12/31/2018,6.6,10.65,2.76
12/30/2018,4.63,7.94,1.36
12/29/2018,6.22,9.91,2.48
12/28/2018,8.5,12.89,4.22
12/27/2018,7.52,11.24,4.43
12/26/2018,6.72,10.61,2.93
12/25/2018,6.32,9.78,3.45
12/24/2018,6.12,9.63,3.08
12/23/2018,6.69,10.14,3.34
12/22/2018,7.51,12.05,3.71
12/21/2018,10.14,13.56,6.59
12/20/2018,8.13,12.73,4.52
12/19/2018,6.79,11.51,2.44
12/18/2018,5.98,10.38,2.12
12/17/2018,7.76,11.71,4.66
12/16/2018,7.6,12.26,3.83
12/15/2018,8.92,12.3,6.06
12/14/2018,8.29,11.53,4.94
12/13/2018,7.28,11.65,2.89
12/12/2018,6.42,10.05,3.0
12/11/2018,4.72,9.45,0.69
12/10/2018,4.01,7.93,0.62
12/9/2018,3.42,6.73,0.8
12/8/2018,3.13,6.57,0.04
12/7/2018,4.61,8.0,1.2
12/6/2018,4.54,7.24,1.47
12/5/2018,3.62,6.96,0.7
12/4/2018,5.08,8.46,1.77
12/3/2018,8.85,12.01,5.27
12/2/2018,10.12,14.18,6.44
12/1/2018,8.95,12.02,5.6
11/30/2018,8.94,11.55,6.58
11/29/2018,7.98,11.27,5.2
11/28/2018,6.31,9.44,3.14
11/27/2018,6.33,10.07,2.76
11/26/2018,7.99,12.21,4.52
11/25/2018,10.26,14.16,6.4
11/24/2018,8.87,13.4,4.38
11/23/2018,5.85,9.97,1.31
11/22/2018,4.42,8.35,1.25
11/21/2018,6.75,11.11,2.09
11/20/2018,7.7,11.44,3.98
11/19/2018,7.7,11.81,3.95
11/18/2018,7.5,11.89,4.08
11/17/2018,8.4,12.57,4.46
11/16/2018,7.72,12.44,3.35
11/15/2018,5.09,10.03,1.24
11/14/2018,5.09,9.51,1.38
11/13/2018,6.49,10.26,3.16
11/12/2018,7.07,10.77,2.7
11/11/2018,6.68,11.24,2.58
11/10/2018,6.75,10.88,2.59
11/9/2018,9.01,13.16,4.56
11/8/2018,10.91,14.39,7.9
11/7/2018,13.43,17.05,9.9
11/6/2018,14.41,18.33,10.87
11/5/2018,13.68,17.21,10.29
11/4/2018,13.64,18.08,9.72
11/3/2018,13.69,19.01,8.96
11/2/2018,15.65,19.97,11.57
11/1/2018,15.37,19.84,11.63
10/31/2018,14.78,19.49,9.93
10/30/2018,13.8,18.56,9.57
10/29/2018,13.76,17.65,9.84
10/28/2018,13.79,18.4,10.2
10/27/2018,13.14,17.44,9.35
10/26/2018,12.18,16.04,9.07
10/25/2018,11.87,15.76,8.64
10/24/2018,12.56,16.63,9.21
10/23/2018,13.8,19.08,9.48
10/22/2018,12.25,18.01,7.66
10/21/2018,11.87,16.55,7.7
10/20/2018,15.5,20.47,11.45
10/19/2018,14.56,19.96,9.37
10/18/2018,12.62,17.44,7.95
10/17/2018,13.67,18.65,9.41
10/16/2018,13.02,18.28,8.86
10/15/2018,15.02,19.89,10.31
10/14/2018,14.32,18.14,10.6
10/13/2018,13.74,17.36,10.35
10/12/2018,15.23,20.15,11.09
10/11/2018,18.42,22.65,15.19
10/10/2018,20.91,24.85,17.42
10/9/2018,21.44,25.11,18.07
10/8/2018,20.41,24.49,17.36
10/7/2018,20.83,24.85,17.84
10/6/2018,20.07,23.66,17.08
10/5/2018,19.51,23.88,16.03
10/4/2018,21.11,26.03,16.86
10/3/2018,22.19,26.84,18.24
10/2/2018,21.76,25.88,18.42
10/1/2018,21.24,25.98,17.37
9/30/2018,19.52,24.33,15.24
9/29/2018,19.48,24.32,15.23
9/28/2018,18.68,22.89,14.81
9/27/2018,19.71,24.17,15.69
9/26/2018,21.98,26.88,18.15
9/25/2018,21.65,26.31,17.34
9/24/2018,20.07,24.21,16.73
9/23/2018,19.6,23.12,16.36
9/22/2018,21.16,25.09,17.12
9/21/2018,22.96,27.22,18.99
9/20/2018,22.75,27.55,18.65
9/19/2018,23.41,28.47,19.53
9/18/2018,24.21,29.13,20.26
9/17/2018,24.46,29.09,20.48
9/16/2018,24.52,29.99,20.05
9/15/2018,24.04,28.96,19.89
9/14/2018,23.73,28.1,20.08
9/13/2018,23.24,27.42,19.67
9/12/2018,23.01,27.07,19.93
9/11/2018,21.85,25.83,18.29
9/10/2018,20.47,24.28,17.0
9/9/2018,20.07,24.03,16.77
9/8/2018,22.28,26.09,18.58
9/7/2018,23.91,28.08,20.69
9/6/2018,25.54,30.86,21.82
9/5/2018,26.4,31.29,22.49
9/4/2018,26.8,31.32,22.71
9/3/2018,25.87,30.61,22.15
9/2/2018,25.08,29.75,21.1
9/1/2018,24.32,28.6,20.92
8/31/2018,24.63,29.05,20.61
8/30/2018,26.09,30.57,22.03
8/29/2018,27.33,32.13,22.96
8/28/2018,27.52,32.61,22.5
8/27/2018,26.96,31.7,22.69
8/26/2018,25.63,30.23,21.14
8/25/2018,24.27,28.96,20.28
8/24/2018,23.83,28.77,19.34
8/23/2018,23.71,28.45,19.21
8/22/2018,24.87,29.74,20.47
8/21/2018,24.57,28.76,20.87
8/20/2018,24.38,28.38,21.24
8/19/2018,24.68,28.62,21.22
8/18/2018,25.96,31.12,22.01
8/17/2018,26.93,31.43,22.82
8/16/2018,27.18,31.8,23.28
8/15/2018,26.62,31.66,22.11
8/14/2018,25.35,30.66,21.32
8/13/2018,24.76,29.07,20.93
8/12/2018,25.25,30.18,21.57
8/11/2018,25.32,30.25,21.68
8/10/2018,26.77,32.09,22.47
8/9/2018,27.16,32.77,22.21
8/8/2018,27.38,32.77,22.84
8/7/2018,27.46,33.05,22.62
8/6/2018,28.08,33.36,23.32
8/5/2018,27.92,33.3,23.03
8/4/2018,26.92,32.41,21.86
8/3/2018,26.24,31.34,22.1
8/2/2018,26.54,31.41,22.48
8/1/2018,26.28,31.61,21.82
7/31/2018,25.1,29.49,21.03
7/30/2018,25.32,29.49,21.34
7/29/2018,25.94,31.26,21.31
7/28/2018,26.03,31.42,21.26
7/27/2018,26.36,31.57,21.76
7/26/2018,26.9,32.05,22.41
7/25/2018,26.8,31.37,22.52
7/24/2018,27.26,32.18,23.07
7/23/2018,26.72,31.74,22.63
7/22/2018,25.62,30.28,21.36
7/21/2018,24.53,28.48,20.81
7/20/2018,25.79,30.34,21.54
7/19/2018,25.84,31.04,21.0
7/18/2018,25.89,30.75,21.4
7/17/2018,26.52,31.83,22.19
7/16/2018,27.72,33.08,23.3
7/15/2018,26.66,31.58,22.3
7/14/2018,27.08,32.08,22.11
7/13/2018,26.45,31.4,21.52
7/12/2018,25.89,31.28,21.13
7/11/2018,26.75,31.67,22.27
7/10/2018,27.19,33.22,21.81
7/9/2018,26.31,32.31,20.65
7/8/2018,25.61,31.24,20.18
7/7/2018,25.01,30.27,20.23
7/6/2018,27.23,31.87,22.02
7/5/2018,27.64,33.23,23.0
7/4/2018,27.02,31.68,22.83
7/3/2018,27.01,32.36,22.34
7/2/2018,27.13,32.21,22.45
7/1/2018,27.84,33.16,22.64
6/30/2018,27.53,32.74,22.36
6/29/2018,26.78,32.09,21.44
6/28/2018,25.58,30.62,21.29
6/27/2018,24.2,28.51,20.29
6/26/2018,23.7,28.4,18.97
6/25/2018,24.11,28.43,19.71
6/24/2018,24.46,30.02,19.84
6/23/2018,22.63,26.41,19.12
6/22/2018,22.98,27.04,19.32
6/21/2018,23.86,28.55,19.81
6/20/2018,24.09,29.11,19.9
6/19/2018,25.08,29.51,21.16
6/18/2018,25.91,30.86,20.96
6/17/2018,25.39,30.56,20.48
6/16/2018,24.45,29.71,19.42
6/15/2018,23.61,28.43,18.79
6/14/2018,24.94,30.41,20.04
6/13/2018,24.11,29.16,19.33
6/12/2018,22.66,27.84,17.48
6/11/2018,21.42,26.0,17.42
6/10/2018,22.05,26.04,18.1
6/9/2018,23.58,28.4,19.04
6/8/2018,23.28,28.94,17.56
6/7/2018,21.61,26.83,17.1
6/6/2018,20.84,25.9,16.14
6/5/2018,21.45,26.48,16.36
6/4/2018,20.54,25.99,15.22
6/3/2018,21.07,26.11,16.18
6/2/2018,23.84,29.4,18.58
6/1/2018,22.58,28.0,17.81
5/31/2018,22.32,26.65,18.51
5/30/2018,22.18,26.95,18.43
5/29/2018,23.66,29.06,18.35
5/28/2018,21.37,26.53,16.81
5/27/2018,21.83,28.77,16.5
5/26/2018,24.19,29.51,19.47
5/25/2018,23.78,28.92,18.0
5/24/2018,22.42,27.94,17.29
5/23/2018,21.37,27.03,15.96
5/22/2018,19.48,23.96,15.82
5/21/2018,19.92,24.96,15.92
5/20/2018,20.22,25.43,15.32
5/19/2018,18.07,21.87,14.65
5/18/2018,19.16,22.98,15.16
5/17/2018,19.83,24.87,15.47
5/16/2018,19.71,24.41,15.0
5/15/2018,21.43,28.29,16.19
5/14/2018,19.62,25.68,14.69
5/13/2018,17.61,21.73,14.01
5/12/2018,17.73,22.29,14.2
5/11/2018,19.17,23.43,15.2
5/10/2018,19.5,24.77,14.69
5/9/2018,20.34,26.13,14.6
5/8/2018,19.84,25.96,13.8
5/7/2018,19.45,25.7,13.81
5/6/2018,18.84,24.51,13.91
5/5/2018,20.41,26.02,15.28
5/4/2018,22.12,27.07,16.9
5/3/2018,21.77,27.29,16.58
5/2/2018,21.44,27.1,15.5
5/1/2018,18.11,24.39,11.78
4/30/2018,14.35,19.31,8.54
4/29/2018,13.85,18.48,9.08
4/28/2018,15.21,20.37,10.1
4/27/2018,14.94,19.57,10.69
4/26/2018,16.09,21.76,10.62
4/25/2018,15.29,20.06,10.91
4/24/2018,15.55,20.79,10.58
4/23/2018,14.93,21.05,9.47
4/22/2018,14.69,20.13,9.5
4/21/2018,13.16,19.0,7.17
4/20/2018,10.8,16.41,5.6
4/19/2018,10.6,14.9,6.24
4/18/2018,11.49,16.5,6.8
4/17/2018,10.18,14.39,5.99
